"N","24"
"C#:maj(4)/b3","4  1  5  8  6"
"D:maj(4)/b3","5  2  6  9  7"
"E:maj(4)/b3","7   4   8  11   9"
"Eb:maj(4)/b3","6   3   7  10   8"
"F:maj(4)/b3","8   5   9   0  10"
"F#:maj(4)/b3","9   6  10   1  11"
"G:maj(4)/b3","10   7  11   2   0"
"A:maj(4)/b3","0  9  1  4  2"
"Ab:maj(4)/b3","11   8   0   3   1"
"B:maj(4)/b3","2  11   3   6   4"
"Bb:maj(4)/b3","1  10   2   5   3"
"C:maj(4)/b4","4  0  4  7  5"
"C#:maj(4)/b4","5  1  5  8  6"
"D:maj(4)/b4","6  2  6  9  7"
"E:maj(4)/b4","8   4   8  11   9"
"Eb:maj(4)/b4","7   3   7  10   8"
"F:maj(4)/b4","9   5   9   0  10"
"F#:maj(4)/b4","10   6  10   1  11"
"G:maj(4)/b4","11   7  11   2   0"
"A:maj(4)/b4","1  9  1  4  2"
"Ab:maj(4)/b4","0  8  0  3  1"
"B:maj(4)/b4","3  11   3   6   4"
"Bb:maj(4)/b4","2  10   2   5   3"
"C:maj(4)/b5","6  0  4  7  5"
"C#:maj(4)/b5","7  1  5  8  6"
"D:maj(4)/b5","8  2  6  9  7"
"E:maj(4)/b5","10   4   8  11   9"
"Eb:maj(4)/b5","9   3   7  10   8"
"F:maj(4)/b5","11   5   9   0  10"
"F#:maj(4)/b5","0   6  10   1  11"
"G:maj(4)/b5","1   7  11   2   0"
"A:maj(4)/b5","3  9  1  4  2"
"Ab:maj(4)/b5","2  8  0  3  1"
"B:maj(4)/b5","5  11   3   6   4"
"Bb:maj(4)/b5","4  10   2   5   3"
"C:maj(4)/b6","8  0  4  7  5"
"C#:maj(4)/b6","9  1  5  8  6"
"D:maj(4)/b6","10   2   6   9   7"
"E:maj(4)/b6","0   4   8  11   9"
"Eb:maj(4)/b6","11   3   7  10   8"
"F:maj(4)/b6","1   5   9   0  10"
"F#:maj(4)/b6","2   6  10   1  11"
"G:maj(4)/b6","3   7  11   2   0"
"A:maj(4)/b6","5  9  1  4  2"
"Ab:maj(4)/b6","4  8  0  3  1"
"B:maj(4)/b6","7  11   3   6   4"
"Bb:maj(4)/b6","6  10   2   5   3"
"C:maj(4)/b7","10   0   4   7   5"
"C#:maj(4)/b7","11   1   5   8   6"
"D:maj(4)/b7","0  2  6  9  7"
"E:maj(4)/b7","2   4   8  11   9"
"Eb:maj(4)/b7","1   3   7  10   8"
"F:maj(4)/b7","3   5   9   0  10"
"F#:maj(4)/b7","4   6  10   1  11"
"G:maj(4)/b7","5   7  11   2   0"
"A:maj(4)/b7","7  9  1  4  2"
"Ab:maj(4)/b7","6  8  0  3  1"
"B:maj(4)/b7","9  11   3   6   4"
"Bb:maj(4)/b7","8  10   2   5   3"
"C:maj(4)/b9","1  0  4  7  5"
"C#:maj(4)/b9","2  1  5  8  6"
"D:maj(4)/b9","3  2  6  9  7"
"E:maj(4)/b9","5   4   8  11   9"
"Eb:maj(4)/b9","4   3   7  10   8"
"F:maj(4)/b9","6   5   9   0  10"
"F#:maj(4)/b9","7   6  10   1  11"
"G:maj(4)/b9","8   7  11   2   0"
"A:maj(4)/b9","10   9   1   4   2"
"Ab:maj(4)/b9","9  8  0  3  1"
"B:maj(4)/b9","0  11   3   6   4"
"Bb:maj(4)/b9","11  10   2   5   3"
"C:maj(4)/#1","1  0  4  7  5"
"C#:maj(4)/#1","2  1  5  8  6"
"D:maj(4)/#1","3  2  6  9  7"
"E:maj(4)/#1","5   4   8  11   9"
"Eb:maj(4)/#1","4   3   7  10   8"
"F:maj(4)/#1","6   5   9   0  10"
"F#:maj(4)/#1","7   6  10   1  11"
"G:maj(4)/#1","8   7  11   2   0"
"A:maj(4)/#1","10   9   1   4   2"
"Ab:maj(4)/#1","9  8  0  3  1"
"B:maj(4)/#1","0  11   3   6   4"
"Bb:maj(4)/#1","11  10   2   5   3"
"C:maj(4)/#2","3  0  4  7  5"
"C#:maj(4)/#2","4  1  5  8  6"
"D:maj(4)/#2","5  2  6  9  7"
"E:maj(4)/#2","7   4   8  11   9"
"Eb:maj(4)/#2","6   3   7  10   8"
"F:maj(4)/#2","8   5   9   0  10"
"F#:maj(4)/#2","9   6  10   1  11"
"G:maj(4)/#2","10   7  11   2   0"
"A:maj(4)/#2","0  9  1  4  2"
"Ab:maj(4)/#2","11   8   0   3   1"
"B:maj(4)/#2","2  11   3   6   4"
"Bb:maj(4)/#2","1  10   2   5   3"
"C:maj(4)/#3","5  0  4  7  5"
"C#:maj(4)/#3","6  1  5  8  6"
"D:maj(4)/#3","7  2  6  9  7"
"E:maj(4)/#3","9   4   8  11   9"
"Eb:maj(4)/#3","8   3   7  10   8"
"F:maj(4)/#3","10   5   9   0  10"
"F#:maj(4)/#3","11   6  10   1  11"
"G:maj(4)/#3","0   7  11   2   0"
"A:maj(4)/#3","2  9  1  4  2"
"Ab:maj(4)/#3","1  8  0  3  1"
"B:maj(4)/#3","4  11   3   6   4"
"Bb:maj(4)/#3","3  10   2   5   3"
"C:maj(4)/#4","6  0  4  7  5"
"C#:maj(4)/#4","7  1  5  8  6"
"D:maj(4)/#4","8  2  6  9  7"
"E:maj(4)/#4","10   4   8  11   9"
"Eb:maj(4)/#4","9   3   7  10   8"
"F:maj(4)/#4","11   5   9   0  10"
"F#:maj(4)/#4","0   6  10   1  11"
"G:maj(4)/#4","1   7  11   2   0"
"A:maj(4)/#4","3  9  1  4  2"
"Ab:maj(4)/#4","2  8  0  3  1"
"B:maj(4)/#4","5  11   3   6   4"
"Bb:maj(4)/#4","4  10   2   5   3"
"C:maj(4)/#5","8  0  4  7  5"
"C#:maj(4)/#5","9  1  5  8  6"
"D:maj(4)/#5","10   2   6   9   7"
"E:maj(4)/#5","0   4   8  11   9"
"Eb:maj(4)/#5","11   3   7  10   8"
"F:maj(4)/#5","1   5   9   0  10"
"F#:maj(4)/#5","2   6  10   1  11"
"G:maj(4)/#5","3   7  11   2   0"
"A:maj(4)/#5","5  9  1  4  2"
"Ab:maj(4)/#5","4  8  0  3  1"
"B:maj(4)/#5","7  11   3   6   4"
"Bb:maj(4)/#5","6  10   2   5   3"
"C:maj(4)/#6","10   0   4   7   5"
"C#:maj(4)/#6","11   1   5   8   6"
"D:maj(4)/#6","0  2  6  9  7"
"E:maj(4)/#6","2   4   8  11   9"
"Eb:maj(4)/#6","1   3   7  10   8"
"F:maj(4)/#6","3   5   9   0  10"
"F#:maj(4)/#6","4   6  10   1  11"
"G:maj(4)/#6","5   7  11   2   0"
"A:maj(4)/#6","7  9  1  4  2"
"Ab:maj(4)/#6","6  8  0  3  1"
"B:maj(4)/#6","9  11   3   6   4"
"Bb:maj(4)/#6","8  10   2   5   3"
"C:maj(4)/#7","0  0  4  7  5"
"C#:maj(4)/#7","1  1  5  8  6"
"D:maj(4)/#7","2  2  6  9  7"
"E:maj(4)/#7","4   4   8  11   9"
"Eb:maj(4)/#7","3   3   7  10   8"
"F:maj(4)/#7","5   5   9   0  10"
"F#:maj(4)/#7","6   6  10   1  11"
"G:maj(4)/#7","7   7  11   2   0"
"A:maj(4)/#7","9  9  1  4  2"
"Ab:maj(4)/#7","8  8  0  3  1"
"B:maj(4)/#7","11  11   3   6   4"
"Bb:maj(4)/#7","10  10   2   5   3"
"C:maj(4)/#9","3  0  4  7  5"
"C#:maj(4)/#9","4  1  5  8  6"
"D:maj(4)/#9","5  2  6  9  7"
"E:maj(4)/#9","7   4   8  11   9"
"Eb:maj(4)/#9","6   3   7  10   8"
"F:maj(4)/#9","8   5   9   0  10"
"F#:maj(4)/#9","9   6  10   1  11"
"G:maj(4)/#9","10   7  11   2   0"
"A:maj(4)/#9","0  9  1  4  2"
"Ab:maj(4)/#9","11   8   0   3   1"
"B:maj(4)/#9","2  11   3   6   4"
"Bb:maj(4)/#9","1  10   2   5   3"
"C:maj(*5)","0  4  7  7"
"C#:maj(*5)","1  5  8  8"
"D:maj(*5)","2  6  9  9"
"E:maj(*5)","4   8  11  11"
"Eb:maj(*5)","3   7  10  10"
"F:maj(*5)","5  9  0  0"
"F#:maj(*5)","6  10   1   1"
"G:maj(*5)","7  11   2   2"
"A:maj(*5)","9  1  4  4"
"Ab:maj(*5)","8  0  3  3"
"B:maj(*5)","11   3   6   6"
"Bb:maj(*5)","10   2   5   5"
"C:maj(*5)/1","0  0  4  7  7"
"C#:maj(*5)/1","1  1  5  8  8"
"D:maj(*5)/1","2  2  6  9  9"
"E:maj(*5)/1","4   4   8  11  11"
"Eb:maj(*5)/1","3   3   7  10  10"
"F:maj(*5)/1","5  5  9  0  0"
"F#:maj(*5)/1","6   6  10   1   1"
"G:maj(*5)/1","7   7  11   2   2"
"A:maj(*5)/1","9  9  1  4  4"
"Ab:maj(*5)/1","8  8  0  3  3"
"B:maj(*5)/1","11  11   3   6   6"
"Bb:maj(*5)/1","10  10   2   5   5"
"C:maj(*5)/2","2  0  4  7  7"
"C#:maj(*5)/2","3  1  5  8  8"
"D:maj(*5)/2","4  2  6  9  9"
"E:maj(*5)/2","6   4   8  11  11"
"Eb:maj(*5)/2","5   3   7  10  10"
"F:maj(*5)/2","7  5  9  0  0"
"F#:maj(*5)/2","8   6  10   1   1"
"G:maj(*5)/2","9   7  11   2   2"
"A:maj(*5)/2","11   9   1   4   4"
"Ab:maj(*5)/2","10   8   0   3   3"
"B:maj(*5)/2","1  11   3   6   6"
"Bb:maj(*5)/2","0  10   2   5   5"
"C:maj(*5)/3","4  0  4  7  7"
"C#:maj(*5)/3","5  1  5  8  8"
"D:maj(*5)/3","6  2  6  9  9"
"E:maj(*5)/3","8   4   8  11  11"
"Eb:maj(*5)/3","7   3   7  10  10"
"F:maj(*5)/3","9  5  9  0  0"
"F#:maj(*5)/3","10   6  10   1   1"
"G:maj(*5)/3","11   7  11   2   2"
"A:maj(*5)/3","1  9  1  4  4"
"Ab:maj(*5)/3","0  8  0  3  3"
"B:maj(*5)/3","3  11   3   6   6"
"Bb:maj(*5)/3","2  10   2   5   5"
"C:maj(*5)/4","5  0  4  7  7"
"C#:maj(*5)/4","6  1  5  8  8"
"D:maj(*5)/4","7  2  6  9  9"
"E:maj(*5)/4","9   4   8  11  11"
"Eb:maj(*5)/4","8   3   7  10  10"
"F:maj(*5)/4","10   5   9   0   0"
"F#:maj(*5)/4","11   6  10   1   1"
"G:maj(*5)/4","0   7  11   2   2"
"A:maj(*5)/4","2  9  1  4  4"
"Ab:maj(*5)/4","1  8  0  3  3"
"B:maj(*5)/4","4  11   3   6   6"
"Bb:maj(*5)/4","3  10   2   5   5"
"C:maj(*5)/5","7  0  4  7  7"
"C#:maj(*5)/5","8  1  5  8  8"
"D:maj(*5)/5","9  2  6  9  9"
"E:maj(*5)/5","11   4   8  11  11"
"Eb:maj(*5)/5","10   3   7  10  10"
"F:maj(*5)/5","0  5  9  0  0"
"F#:maj(*5)/5","1   6  10   1   1"
"G:maj(*5)/5","2   7  11   2   2"
"A:maj(*5)/5","4  9  1  4  4"
"Ab:maj(*5)/5","3  8  0  3  3"
"B:maj(*5)/5","6  11   3   6   6"
"Bb:maj(*5)/5","5  10   2   5   5"
"C:maj(*5)/6","9  0  4  7  7"
"C#:maj(*5)/6","10   1   5   8   8"
"D:maj(*5)/6","11   2   6   9   9"
"E:maj(*5)/6","1   4   8  11  11"
"Eb:maj(*5)/6","0   3   7  10  10"
"F:maj(*5)/6","2  5  9  0  0"
"F#:maj(*5)/6","3   6  10   1   1"
"G:maj(*5)/6","4   7  11   2   2"
"A:maj(*5)/6","6  9  1  4  4"
"Ab:maj(*5)/6","5  8  0  3  3"
"B:maj(*5)/6","8  11   3   6   6"
"Bb:maj(*5)/6","7  10   2   5   5"
"C:maj(*5)/7","11   0   4   7   7"
"C#:maj(*5)/7","0  1  5  8  8"
"D:maj(*5)/7","1  2  6  9  9"
"E:maj(*5)/7","3   4   8  11  11"
"Eb:maj(*5)/7","2   3   7  10  10"
"F:maj(*5)/7","4  5  9  0  0"
"F#:maj(*5)/7","5   6  10   1   1"
"G:maj(*5)/7","6   7  11   2   2"
"A:maj(*5)/7","8  9  1  4  4"
"Ab:maj(*5)/7","7  8  0  3  3"
"B:maj(*5)/7","10  11   3   6   6"
"Bb:maj(*5)/7","9  10   2   5   5"
"C:maj(*5)/9","2  0  4  7  7"
"C#:maj(*5)/9","3  1  5  8  8"
"D:maj(*5)/9","4  2  6  9  9"
"E:maj(*5)/9","6   4   8  11  11"
"Eb:maj(*5)/9","5   3   7  10  10"
"F:maj(*5)/9","7  5  9  0  0"
"F#:maj(*5)/9","8   6  10   1   1"
"G:maj(*5)/9","9   7  11   2   2"
"A:maj(*5)/9","11   9   1   4   4"
"Ab:maj(*5)/9","10   8   0   3   3"
"B:maj(*5)/9","1  11   3   6   6"
"Bb:maj(*5)/9","0  10   2   5   5"
"C:maj(*5)/b1","11   0   4   7   7"
"C#:maj(*5)/b1","0  1  5  8  8"
"D:maj(*5)/b1","1  2  6  9  9"
"E:maj(*5)/b1","3   4   8  11  11"
"Eb:maj(*5)/b1","2   3   7  10  10"
"F:maj(*5)/b1","4  5  9  0  0"
"F#:maj(*5)/b1","5   6  10   1   1"
"G:maj(*5)/b1","6   7  11   2   2"
"A:maj(*5)/b1","8  9  1  4  4"
"Ab:maj(*5)/b1","7  8  0  3  3"
"B:maj(*5)/b1","10  11   3   6   6"
"Bb:maj(*5)/b1","9  10   2   5   5"
"C:maj(*5)/b2","1  0  4  7  7"
"C#:maj(*5)/b2","2  1  5  8  8"
"D:maj(*5)/b2","3  2  6  9  9"
"E:maj(*5)/b2","5   4   8  11  11"
"Eb:maj(*5)/b2","4   3   7  10  10"
"F:maj(*5)/b2","6  5  9  0  0"
"F#:maj(*5)/b2","7   6  10   1   1"
"G:maj(*5)/b2","8   7  11   2   2"
"A:maj(*5)/b2","10   9   1   4   4"
"Ab:maj(*5)/b2","9  8  0  3  3"
"B:maj(*5)/b2","0  11   3   6   6"
"Bb:maj(*5)/b2","11  10   2   5   5"
"C:maj(*5)/b3","3  0  4  7  7"
"C#:maj(*5)/b3","4  1  5  8  8"
"D:maj(*5)/b3","5  2  6  9  9"
"E:maj(*5)/b3","7   4   8  11  11"
"Eb:maj(*5)/b3","6   3   7  10  10"
"F:maj(*5)/b3","8  5  9  0  0"
"F#:maj(*5)/b3","9   6  10   1   1"
"G:maj(*5)/b3","10   7  11   2   2"
"A:maj(*5)/b3","0  9  1  4  4"
"Ab:maj(*5)/b3","11   8   0   3   3"
"B:maj(*5)/b3","2  11   3   6   6"
"Bb:maj(*5)/b3","1  10   2   5   5"
"C:maj(*5)/b4","4  0  4  7  7"
"C#:maj(*5)/b4","5  1  5  8  8"
"D:maj(*5)/b4","6  2  6  9  9"
"E:maj(*5)/b4","8   4   8  11  11"
"Eb:maj(*5)/b4","7   3   7  10  10"
"F:maj(*5)/b4","9  5  9  0  0"
"F#:maj(*5)/b4","10   6  10   1   1"
"G:maj(*5)/b4","11   7  11   2   2"
"A:maj(*5)/b4","1  9  1  4  4"
"Ab:maj(*5)/b4","0  8  0  3  3"
"B:maj(*5)/b4","3  11   3   6   6"
"Bb:maj(*5)/b4","2  10   2   5   5"
"C:maj(*5)/b5","6  0  4  7  7"
"C#:maj(*5)/b5","7  1  5  8  8"
"D:maj(*5)/b5","8  2  6  9  9"
"E:maj(*5)/b5","10   4   8  11  11"
"Eb:maj(*5)/b5","9   3   7  10  10"
"F:maj(*5)/b5","11   5   9   0   0"
"F#:maj(*5)/b5","0   6  10   1   1"
"G:maj(*5)/b5","1   7  11   2   2"
"A:maj(*5)/b5","3  9  1  4  4"
"Ab:maj(*5)/b5","2  8  0  3  3"
"B:maj(*5)/b5","5  11   3   6   6"
"Bb:maj(*5)/b5","4  10   2   5   5"
"C:maj(*5)/b6","8  0  4  7  7"
"C#:maj(*5)/b6","9  1  5  8  8"
"D:maj(*5)/b6","10   2   6   9   9"
"E:maj(*5)/b6","0   4   8  11  11"
"Eb:maj(*5)/b6","11   3   7  10  10"
"F:maj(*5)/b6","1  5  9  0  0"
"F#:maj(*5)/b6","2   6  10   1   1"
"G:maj(*5)/b6","3   7  11   2   2"
"A:maj(*5)/b6","5  9  1  4  4"
"Ab:maj(*5)/b6","4  8  0  3  3"
"B:maj(*5)/b6","7  11   3   6   6"
"Bb:maj(*5)/b6","6  10   2   5   5"
"C:maj(*5)/b7","10   0   4   7   7"
"C#:maj(*5)/b7","11   1   5   8   8"
"D:maj(*5)/b7","0  2  6  9  9"
"E:maj(*5)/b7","2   4   8  11  11"
"Eb:maj(*5)/b7","1   3   7  10  10"
"F:maj(*5)/b7","3  5  9  0  0"
"F#:maj(*5)/b7","4   6  10   1   1"
"G:maj(*5)/b7","5   7  11   2   2"
"A:maj(*5)/b7","7  9  1  4  4"
"Ab:maj(*5)/b7","6  8  0  3  3"
"B:maj(*5)/b7","9  11   3   6   6"
"Bb:maj(*5)/b7","8  10   2   5   5"
"C:maj(*5)/b9","1  0  4  7  7"
"C#:maj(*5)/b9","2  1  5  8  8"
"D:maj(*5)/b9","3  2  6  9  9"
"E:maj(*5)/b9","5   4   8  11  11"
"Eb:maj(*5)/b9","4   3   7  10  10"
"F:maj(*5)/b9","6  5  9  0  0"
"F#:maj(*5)/b9","7   6  10   1   1"
"G:maj(*5)/b9","8   7  11   2   2"
"A:maj(*5)/b9","10   9   1   4   4"
"Ab:maj(*5)/b9","9  8  0  3  3"
"B:maj(*5)/b9","0  11   3   6   6"
"Bb:maj(*5)/b9","11  10   2   5   5"
"C:maj(*5)/#1","1  0  4  7  7"
"C#:maj(*5)/#1","2  1  5  8  8"
"D:maj(*5)/#1","3  2  6  9  9"
"E:maj(*5)/#1","5   4   8  11  11"
"Eb:maj(*5)/#1","4   3   7  10  10"
"F:maj(*5)/#1","6  5  9  0  0"
"F#:maj(*5)/#1","7   6  10   1   1"
"G:maj(*5)/#1","8   7  11   2   2"
"A:maj(*5)/#1","10   9   1   4   4"
"Ab:maj(*5)/#1","9  8  0  3  3"
"B:maj(*5)/#1","0  11   3   6   6"
"Bb:maj(*5)/#1","11  10   2   5   5"
"C:maj(*5)/#2","3  0  4  7  7"
"C#:maj(*5)/#2","4  1  5  8  8"
"D:maj(*5)/#2","5  2  6  9  9"
"E:maj(*5)/#2","7   4   8  11  11"
"Eb:maj(*5)/#2","6   3   7  10  10"
"F:maj(*5)/#2","8  5  9  0  0"
"F#:maj(*5)/#2","9   6  10   1   1"
"G:maj(*5)/#2","10   7  11   2   2"
"A:maj(*5)/#2","0  9  1  4  4"
"Ab:maj(*5)/#2","11   8   0   3   3"
"B:maj(*5)/#2","2  11   3   6   6"
"Bb:maj(*5)/#2","1  10   2   5   5"
"C:maj(*5)/#3","5  0  4  7  7"
"C#:maj(*5)/#3","6  1  5  8  8"
"D:maj(*5)/#3","7  2  6  9  9"
"E:maj(*5)/#3","9   4   8  11  11"
"Eb:maj(*5)/#3","8   3   7  10  10"
"F:maj(*5)/#3","10   5   9   0   0"
"F#:maj(*5)/#3","11   6  10   1   1"
"G:maj(*5)/#3","0   7  11   2   2"
"A:maj(*5)/#3","2  9  1  4  4"
"Ab:maj(*5)/#3","1  8  0  3  3"
"B:maj(*5)/#3","4  11   3   6   6"
"Bb:maj(*5)/#3","3  10   2   5   5"
"C:maj(*5)/#4","6  0  4  7  7"
"C#:maj(*5)/#4","7  1  5  8  8"
"D:maj(*5)/#4","8  2  6  9  9"
"E:maj(*5)/#4","10   4   8  11  11"
"Eb:maj(*5)/#4","9   3   7  10  10"
"F:maj(*5)/#4","11   5   9   0   0"
"F#:maj(*5)/#4","0   6  10   1   1"
"G:maj(*5)/#4","1   7  11   2   2"
"A:maj(*5)/#4","3  9  1  4  4"
"Ab:maj(*5)/#4","2  8  0  3  3"
"B:maj(*5)/#4","5  11   3   6   6"
"Bb:maj(*5)/#4","4  10   2   5   5"
"C:maj(*5)/#5","8  0  4  7  7"
"C#:maj(*5)/#5","9  1  5  8  8"
"D:maj(*5)/#5","10   2   6   9   9"
"E:maj(*5)/#5","0   4   8  11  11"
"Eb:maj(*5)/#5","11   3   7  10  10"
"F:maj(*5)/#5","1  5  9  0  0"
"F#:maj(*5)/#5","2   6  10   1   1"
"G:maj(*5)/#5","3   7  11   2   2"
"A:maj(*5)/#5","5  9  1  4  4"
"Ab:maj(*5)/#5","4  8  0  3  3"
"B:maj(*5)/#5","7  11   3   6   6"
"Bb:maj(*5)/#5","6  10   2   5   5"
"C:maj(*5)/#6","10   0   4   7   7"
"C#:maj(*5)/#6","11   1   5   8   8"
"D:maj(*5)/#6","0  2  6  9  9"
"E:maj(*5)/#6","2   4   8  11  11"
"Eb:maj(*5)/#6","1   3   7  10  10"
"F:maj(*5)/#6","3  5  9  0  0"
"F#:maj(*5)/#6","4   6  10   1   1"
"G:maj(*5)/#6","5   7  11   2   2"
"A:maj(*5)/#6","7  9  1  4  4"
"Ab:maj(*5)/#6","6  8  0  3  3"
"B:maj(*5)/#6","9  11   3   6   6"
"Bb:maj(*5)/#6","8  10   2   5   5"
"C:maj(*5)/#7","0  0  4  7  7"
"C#:maj(*5)/#7","1  1  5  8  8"
"D:maj(*5)/#7","2  2  6  9  9"
"E:maj(*5)/#7","4   4   8  11  11"
"Eb:maj(*5)/#7","3   3   7  10  10"
"F:maj(*5)/#7","5  5  9  0  0"
"F#:maj(*5)/#7","6   6  10   1   1"
"G:maj(*5)/#7","7   7  11   2   2"
"A:maj(*5)/#7","9  9  1  4  4"
"Ab:maj(*5)/#7","8  8  0  3  3"
"B:maj(*5)/#7","11  11   3   6   6"
"Bb:maj(*5)/#7","10  10   2   5   5"
"C:maj(*5)/#9","3  0  4  7  7"
"C#:maj(*5)/#9","4  1  5  8  8"
"D:maj(*5)/#9","5  2  6  9  9"
"E:maj(*5)/#9","7   4   8  11  11"
"Eb:maj(*5)/#9","6   3   7  10  10"
"F:maj(*5)/#9","8  5  9  0  0"
"F#:maj(*5)/#9","9   6  10   1   1"
"G:maj(*5)/#9","10   7  11   2   2"
"A:maj(*5)/#9","0  9  1  4  4"
"Ab:maj(*5)/#9","11   8   0   3   3"
"B:maj(*5)/#9","2  11   3   6   6"
"Bb:maj(*5)/#9","1  10   2   5   5"
"C:maj6","0  4  7  9"
"C#:maj6","1   5   8  10"
"D:maj6","2   6   9  11"
"E:maj6","4   8  11   1"
"Eb:maj6","3   7  10   0"
"F:maj6","5  9  0  2"
"F#:maj6","6  10   1   3"
"G:maj6","7  11   2   4"
"A:maj6","9  1  4  6"
"Ab:maj6","8  0  3  5"
"B:maj6","11   3   6   8"
"Bb:maj6","10   2   5   7"
"C:maj6/1","0  0  4  7  9"
"C#:maj6/1","1   1   5   8  10"
"D:maj6/1","2   2   6   9  11"
"E:maj6/1","4   4   8  11   1"
"Eb:maj6/1","3   3   7  10   0"
"F:maj6/1","5  5  9  0  2"
"F#:maj6/1","6   6  10   1   3"
"G:maj6/1","7   7  11   2   4"
"A:maj6/1","9  9  1  4  6"
"Ab:maj6/1","8  8  0  3  5"
"B:maj6/1","11  11   3   6   8"
"Bb:maj6/1","10  10   2   5   7"
"C:maj6/2","2  0  4  7  9"
"C#:maj6/2","3   1   5   8  10"
"D:maj6/2","4   2   6   9  11"
"E:maj6/2","6   4   8  11   1"
"Eb:maj6/2","5   3   7  10   0"
"F:maj6/2","7  5  9  0  2"
"F#:maj6/2","8   6  10   1   3"
"G:maj6/2","9   7  11   2   4"
"A:maj6/2","11   9   1   4   6"
"Ab:maj6/2","10   8   0   3   5"
"B:maj6/2","1  11   3   6   8"
"Bb:maj6/2","0  10   2   5   7"
"C:maj6/3","4  0  4  7  9"
"C#:maj6/3","5   1   5   8  10"
"D:maj6/3","6   2   6   9  11"
"E:maj6/3","8   4   8  11   1"
"Eb:maj6/3","7   3   7  10   0"
"F:maj6/3","9  5  9  0  2"
"F#:maj6/3","10   6  10   1   3"
"G:maj6/3","11   7  11   2   4"
"A:maj6/3","1  9  1  4  6"
"Ab:maj6/3","0  8  0  3  5"
"B:maj6/3","3  11   3   6   8"
"Bb:maj6/3","2  10   2   5   7"
"C:maj6/4","5  0  4  7  9"
"C#:maj6/4","6   1   5   8  10"
"D:maj6/4","7   2   6   9  11"
"E:maj6/4","9   4   8  11   1"
"Eb:maj6/4","8   3   7  10   0"
"F:maj6/4","10   5   9   0   2"
"F#:maj6/4","11   6  10   1   3"
"G:maj6/4","0   7  11   2   4"
"A:maj6/4","2  9  1  4  6"
"Ab:maj6/4","1  8  0  3  5"
"B:maj6/4","4  11   3   6   8"
"Bb:maj6/4","3  10   2   5   7"
"C:maj6/5","7  0  4  7  9"
"C#:maj6/5","8   1   5   8  10"
"D:maj6/5","9   2   6   9  11"
"E:maj6/5","11   4   8  11   1"
"Eb:maj6/5","10   3   7  10   0"
"F:maj6/5","0  5  9  0  2"
"F#:maj6/5","1   6  10   1   3"
"G:maj6/5","2   7  11   2   4"
"A:maj6/5","4  9  1  4  6"
"Ab:maj6/5","3  8  0  3  5"
"B:maj6/5","6  11   3   6   8"
"Bb:maj6/5","5  10   2   5   7"
"C:maj6/6","9  0  4  7  9"
"C#:maj6/6","10   1   5   8  10"
"D:maj6/6","11   2   6   9  11"
"E:maj6/6","1   4   8  11   1"
"Eb:maj6/6","0   3   7  10   0"
"F:maj6/6","2  5  9  0  2"
"F#:maj6/6","3   6  10   1   3"
"G:maj6/6","4   7  11   2   4"
"A:maj6/6","6  9  1  4  6"
"Ab:maj6/6","5  8  0  3  5"
"B:maj6/6","8  11   3   6   8"
"Bb:maj6/6","7  10   2   5   7"
"C:maj6/7","11   0   4   7   9"
"C#:maj6/7","0   1   5   8  10"
"D:maj6/7","1   2   6   9  11"
"E:maj6/7","3   4   8  11   1"
"Eb:maj6/7","2   3   7  10   0"
"F:maj6/7","4  5  9  0  2"
"F#:maj6/7","5   6  10   1   3"
"G:maj6/7","6   7  11   2   4"
"A:maj6/7","8  9  1  4  6"
"Ab:maj6/7","7  8  0  3  5"
"B:maj6/7","10  11   3   6   8"
"Bb:maj6/7","9  10   2   5   7"
"C:maj6/9","2  0  4  7  9"
"C#:maj6/9","3   1   5   8  10"
"D:maj6/9","4   2   6   9  11"
"E:maj6/9","6   4   8  11   1"
"Eb:maj6/9","5   3   7  10   0"
"F:maj6/9","7  5  9  0  2"
"F#:maj6/9","8   6  10   1   3"
"G:maj6/9","9   7  11   2   4"
"A:maj6/9","11   9   1   4   6"
"Ab:maj6/9","10   8   0   3   5"
"B:maj6/9","1  11   3   6   8"
"Bb:maj6/9","0  10   2   5   7"
"C:maj6/b1","11   0   4   7   9"
"C#:maj6/b1","0   1   5   8  10"
"D:maj6/b1","1   2   6   9  11"
"E:maj6/b1","3   4   8  11   1"
"Eb:maj6/b1","2   3   7  10   0"
"F:maj6/b1","4  5  9  0  2"
"F#:maj6/b1","5   6  10   1   3"
"G:maj6/b1","6   7  11   2   4"
"A:maj6/b1","8  9  1  4  6"
"Ab:maj6/b1","7  8  0  3  5"
"B:maj6/b1","10  11   3   6   8"
"Bb:maj6/b1","9  10   2   5   7"
"C:maj6/b2","1  0  4  7  9"
"C#:maj6/b2","2   1   5   8  10"
"D:maj6/b2","3   2   6   9  11"
"E:maj6/b2","5   4   8  11   1"
"Eb:maj6/b2","4   3   7  10   0"
"F:maj6/b2","6  5  9  0  2"
"F#:maj6/b2","7   6  10   1   3"
"G:maj6/b2","8   7  11   2   4"
"A:maj6/b2","10   9   1   4   6"
"Ab:maj6/b2","9  8  0  3  5"
"B:maj6/b2","0  11   3   6   8"
"Bb:maj6/b2","11  10   2   5   7"
"C:maj6/b3","3  0  4  7  9"
"C#:maj6/b3","4   1   5   8  10"
"D:maj6/b3","5   2   6   9  11"
"E:maj6/b3","7   4   8  11   1"
